,SecurityID,ZXF
3573,603688.SSE,60
3574,603689.SSE,20
3575,603690.SSE,26
3576,603693.SSE,20
3577,603696.SSE,36
3578,603697.SSE,36
3579,603698.SSE,26
3580,603699.SSE,26
3581,603700.SSE,26
3582,603701.SSE,30
3583,603703.SSE,60
3584,603706.SSE,20
3585,603707.SSE,35
3586,603708.SSE,31
3587,603709.SSE,25
3588,603711.SSE,36
3589,603712.SSE,61
3590,603713.SSE,50
3591,603716.SSE,35
3592,603717.SSE,23
3593,603718.SSE,35
3594,603721.SSE,63
3595,603722.SSE,22
3596,603725.SSE,24
3597,603726.SSE,26
3598,603727.SSE,10
3599,603728.SSE,27
3600,603729.SSE,63
3601,603730.SSE,30
3602,603733.SSE,25
3603,603737.SSE,22
3604,603738.SSE,60
3605,603739.SSE,37
3606,603755.SSE,36
3607,603757.SSE,26
3608,603758.SSE,30
3609,603766.SSE,30
3610,603767.SSE,30
3611,603768.SSE,30
3612,603773.SSE,60
3613,603776.SSE,30
3614,603777.SSE,36
3615,603778.SSE,23
3616,603779.SSE,36
3617,603786.SSE,30
3618,603787.SSE,30
3619,603788.SSE,30
3620,603789.SSE,26
3621,603790.SSE,22
3622,603797.SSE,20
3623,603798.SSE,10
3624,603799.SSE,12
3625,603800.SSE,10
3626,603801.SSE,25
3627,603803.SSE,61
3628,603806.SSE,27
3629,603808.SSE,34
3630,603809.SSE,30
3631,603810.SSE,22
3632,603811.SSE,35
3633,603813.SSE,50
3634,603815.SSE,--
3635,603816.SSE,25
3636,603817.SSE,20
3637,603818.SSE,25
3638,603819.SSE,26
3639,603822.SSE,22
3640,603823.SSE,22
3641,603825.SSE,63
3642,603826.SSE,24
3643,603828.SSE,23
3644,603829.SSE,27
3645,603833.SSE,25
3646,603838.SSE,24
3647,603839.SSE,34
3648,603843.SSE,23
3649,603848.SSE,25
3650,603855.SSE,26
3651,603856.SSE,26
3652,603858.SSE,35
3653,603859.SSE,62
3654,603860.SSE,26
3655,603861.SSE,27
3656,603863.SSE,25
3657,603866.SSE,36
3658,603867.SSE,22
3659,603868.SSE,33
3660,603869.SSE,62
3661,603871.SSE,50
3662,603876.SSE,12
3663,603877.SSE,34
3664,603878.SSE,21
3665,603879.SSE,22
3666,603880.SSE,35
3667,603881.SSE,62
3668,603882.SSE,35
3669,603883.SSE,35
3670,603885.SSE,50
3671,603886.SSE,36
3672,603887.SSE,23
3673,603888.SSE,63
3674,603889.SSE,34
3675,603890.SSE,62
3676,603895.SSE,26
3677,603896.SSE,35
3678,603897.SSE,27
3679,603898.SSE,25
3680,603899.SSE,25
3681,603900.SSE,31
3682,603901.SSE,26
3683,603903.SSE,20
3684,603906.SSE,22
3685,603908.SSE,34
3686,603909.SSE,23
3687,603912.SSE,26
3688,603915.SSE,26
3689,603916.SSE,22
3690,603917.SSE,30
3691,603918.SSE,62
3692,603919.SSE,36
3693,603920.SSE,60
3694,603922.SSE,30
3695,603926.SSE,30
3696,603927.SSE,62
3697,603928.SSE,22
3698,603929.SSE,23
3699,603933.SSE,60
3700,603936.SSE,60
3701,603937.SSE,12
3702,603938.SSE,22
3703,603939.SSE,35
3704,603955.SSE,23
3705,603956.SSE,26
3706,603958.SSE,34
3707,603959.SSE,23
3708,603960.SSE,26
3709,603963.SSE,35
3710,603966.SSE,26
3711,603967.SSE,50
3712,603968.SSE,22
3713,603969.SSE,21
3714,603970.SSE,22
3715,603976.SSE,25
3716,603977.SSE,22
3717,603978.SSE,12
3718,603979.SSE,12
3719,603980.SSE,22
3720,603982.SSE,30
3721,603983.SSE,22
3722,603985.SSE,26
3723,603986.SSE,60
3724,603987.SSE,35
3725,603988.SSE,27
3726,603989.SSE,60
3727,603990.SSE,62
3728,603991.SSE,22
3729,603992.SSE,25
3730,603993.SSE,12
3731,603995.SSE,--
3732,603996.SSE,60
3733,603997.SSE,30
3734,603998.SSE,35
3735,603999.SSE,63
3736,900901.SSE,62
3737,900902.SSE,42
3738,900903.SSE,50
3739,900904.SSE,35
3740,900905.SSE,31
3741,900906.SSE,23
3742,900907.SSE,12
3743,900908.SSE,22
3744,900909.SSE,22
3745,900910.SSE,33
3746,900911.SSE,42
3747,900912.SSE,42
3748,900913.SSE,20
3749,900914.SSE,50
3750,900915.SSE,30
3751,900916.SSE,25
3752,900917.SSE,35
3753,900918.SSE,24
3754,900919.SSE,41
3755,900920.SSE,30
3756,900921.SSE,22
3757,900922.SSE,34
3758,900923.SSE,31
3759,900924.SSE,26
3760,900925.SSE,26
3761,900926.SSE,62
3762,900927.SSE,31
3763,900928.SSE,42
3764,900929.SSE,--
3765,900932.SSE,42
3766,900933.SSE,24
3767,900934.SSE,32
3768,900936.SSE,21
3769,900937.SSE,20
3770,900938.SSE,50
3771,900939.SSE,--
3772,900940.SSE,42
3773,900941.SSE,61
3774,900942.SSE,32
3775,900943.SSE,35
3776,900945.SSE,50
3777,900946.SSE,30
3778,900947.SSE,26
3779,900948.SSE,--
3780,900951.SSE,--
3781,900952.SSE,50
3782,900953.SSE,--
3783,900955.SSE,42
3784,900956.SSE,--
3785,900957.SSE,--
3786,688001.SSE,26
3787,688002.SSE,60
3788,688003.SSE,26
3789,688005.SSE,60
3790,688006.SSE,26
3791,688007.SSE,60
3792,688008.SSE,60
3793,688009.SSE,26
3794,688010.SSE,60
3795,688011.SSE,28
3796,688012.SSE,60
3797,688015.SSE,26
3798,688016.SSE,35
3799,688018.SSE,62
3800,688019.SSE,22
3801,688020.SSE,60
3802,688021.SSE,--
3803,688022.SSE,26
3804,688023.SSE,--
3805,688025.SSE,--
3806,688028.SSE,26
3807,688029.SSE,35
3808,688030.SSE,62
3809,688033.SSE,26
3810,688036.SSE,60
3811,688037.SSE,--
3812,688039.SSE,--
3813,688058.SSE,--
3814,688066.SSE,62
3815,688068.SSE,35
3816,688078.SSE,--
3817,688088.SSE,62
3818,688089.SSE,--
3819,688098.SSE,--
3820,688099.SSE,60
3821,688101.SSE,--
3822,688108.SSE,--
3823,688111.SSE,--
3824,688116.SSE,22
3825,688118.SSE,--
3826,688122.SSE,12
3827,688123.SSE,--
3828,688128.SSE,--
3829,688138.SSE,--
3830,688139.SSE,--
3831,688166.SSE,--
3832,688168.SSE,62
3833,688188.SSE,62
3834,688196.SSE,--
3835,688198.SSE,--
3836,688199.SSE,--
3837,688202.SSE,--
3838,688218.SSE,--
3839,688258.SSE,--
3840,688268.SSE,--
3841,688288.SSE,--
3842,688299.SSE,--
3843,688300.SSE,--
3844,688310.SSE,--
3845,688321.SSE,35
3846,688333.SSE,26
3847,688357.SSE,--
3848,688358.SSE,--
3849,688363.SSE,--
3850,688366.SSE,--
3851,688368.SSE,60
3852,688369.SSE,--
3853,688388.SSE,60
3854,688389.SSE,--
3855,688399.SSE,--
